,Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
87,Minor_Damage_And_Injuries,33.1050228310502,18,5,68.7784867821331,0.265265777136675,78.17,1,35553.1857893287,2,1.30833972726219,5386
88,Significant_Damage_And_Fatalities,26.2557077625571,14,2,55.742935278031,0.303852145690588,79.25,4,41817.980603858596,3,0.0758867263611491,1330
89,Highly_Fatal_And_Damaging,30.776255707762605,20,2,56.8368277119417,0.30349152542372904,84.76,6,50122.019751680804,3,0.0122725648420376,3108
90,Significant_Damage_And_Fatalities,48.6301369863014,17,1,69.64448495897899,0.30313090515687,76.94,7,33771.9962999398,2,0.00302253034884826,1119
91,Highly_Fatal_And_Damaging,30.3196347031963,12,0,68.64175022789429,0.41348070681572296,81.48,4,46371.5275238705,2,0.0852658479246149,10252
92,Significant_Damage_And_Fatalities,23.1050228310502,14,22,37.511394712853296,0.577923548503426,79.74,1,38783.3566123134,3,1.41925629416222,1491
93,Significant_Damage_And_Serious_Injuries,29.0867579908676,16,2,81.175934366454,0.23713739632167302,77.38,6,29575.3516590254,3,0.00748354252390023,7003
94,Significant_Damage_And_Fatalities,59.5433789954338,14,15,70.5560619872379,0.239661738189686,78.7,7,27171.7746672583,1,0.00216517885963475,12066
95,Significant_Damage_And_Fatalities,27.8538812785388,13,5,53.600729261622604,0.47226181031373904,78.49,4,24068.4258556326,2,0.0438845610976343,8060
96,Highly_Fatal_And_Damaging,20.958904109589,15,9,79.39835916134909,0.267429498737829,77.1,4,20146.9172518634,3,0.0379490753135521,9682
97,Highly_Fatal_And_Damaging,58.310502283105,11,4,54.922515952598,0.40518644067796605,76.09,2,32793.2571499654,1,0.44231497740864395,2002
98,Significant_Damage_And_Serious_Injuries,45.7534246575342,11,17,59.024612579763,0.311425171294627,85.61,6,25813.380543758798,3,0.00609428775687228,10816
99,Minor_Damage_And_Injuries,46.5753424657534,14,1,64.6308113035552,0.316473855030653,79.72,2,30063.6622439764,1,0.40693396192835896,8394
100,Minor_Damage_And_Injuries,45.296803652967995,15,3,76.7547857793984,0.215500180310133,78.31,2,22004.4704078618,2,0.292872788776625,5069
101,Significant_Damage_And_Fatalities,40.5479452054794,20,14,50.3646308113035,0.354699603317706,77.62,2,45105.8414366345,2,0.617744870168884,4507
102,Minor_Damage_And_Injuries,57.5799086757991,11,4,61.3947128532361,0.5483526866209879,80.98,2,20134.1452289941,2,0.270944893610654,4835
103,Highly_Fatal_And_Damaging,32.1461187214612,12,5,73.5186873290793,0.404104579877389,76.02,1,37060.2236393683,3,1.3583961336022699,6589
104,Significant_Damage_And_Serious_Injuries,31.5981735159817,15,2,61.5770282588879,0.3492902993148211,83.19,1,23728.3517080817,2,0.870409654339999,8956
105,Significant_Damage_And_Fatalities,20.2283105022831,15,1,56.1531449407475,0.523469888207717,77.04,4,36683.459920566296,1,0.0678905095124799,6418
106,Significant_Damage_And_Fatalities,26.2100456621005,14,3,56.1531449407475,0.784558961413632,82.75,1,48583.5486330922,3,1.7819138386816697,1739
107,Significant_Damage_And_Serious_Injuries,51.0045662100457,10,18,57.5660893345488,0.38823728813559294,78.93,6,37429.1532436738,2,0.00915243168490802,1081
108,Significant_Damage_And_Serious_Injuries,43.5159817351598,12,2,62.0328167730173,0.45134583483591795,87.34,3,37571.9051001859,3,0.18690900082285397,230
109,Significant_Damage_And_Fatalities,35.2511415525114,11,6,51.3673655423883,0.398695275874504,80.44,7,35285.2690352296,2,0.00321236301491286,7862
110,Highly_Fatal_And_Damaging,33.7442922374429,11,2,64.4484958979034,0.514093761269383,77.34,4,3971.09422585752,1,0.0201031280653107,5615
111,Minor_Damage_And_Injuries,31.8264840182648,19,0,76.0711030082042,0.386434186801298,81.57,4,36989.0802344552,2,0.0672799843490762,8718
112,Significant_Damage_And_Serious_Injuries,42.8767123287671,12,14,68.9608021877849,0.254447169130905,77.23,4,13938.951027036299,3,0.0255570135508452,1796
113,Significant_Damage_And_Serious_Injuries,31.506849315068497,15,4,61.5770282588879,0.49389902632527904,80.47,6,42708.8544741583,3,0.0105571863156422,8646
114,Highly_Fatal_And_Damaging,35.9817351598173,11,7,85.9617137648131,0.19891164803461897,78.48,3,22102.038543134102,2,0.110911641223805,925
115,Minor_Damage_And_Injuries,30.1369863013699,16,3,53.281677301731996,0.250119725928597,82.18,1,17318.5484826987,2,0.6516237432438571,2300
116,Highly_Fatal_And_Damaging,54.5205479452055,5,3,80.0364630811304,0.18304435629282395,80.05,3,40028.3261414048,0,0.19833600453073896,6035
117,Minor_Damage_And_Injuries,54.885844748858396,12,4,61.2579762989973,0.4372816444284171,78.36,4,28287.9926044483,1,0.0523085891514352,645
118,Minor_Damage_And_Injuries,57.5799086757991,11,1,76.8915223336372,0.428266137756942,87.23,2,35859.444796217904,2,0.4857707984398089,2384
119,Highly_Fatal_And_Damaging,27.305936073059396,13,13,84.8678213309025,0.263823296069239,80.27,2,29399.9062826069,2,0.399359325657671,5453
120,Minor_Damage_And_Injuries,58.2648401826484,11,7,68.91522333637201,0.284739271547061,81.92,3,38968.236520877996,3,0.19627479673633397,9005
121,Significant_Damage_And_Fatalities,83.6529680365297,7,1,89.51686417502279,0.27536314460872696,80.07,6,30107.346641430602,4,0.00716896155939985,4175
122,Highly_Fatal_And_Damaging,34.7945205479452,11,19,61.6681859617138,0.448460872701046,78.22,4,44997.4738217543,1,0.0815350514760914,9726
123,Highly_Fatal_And_Damaging,29.7260273972603,12,17,75.75205104831359,0.19602668589974803,77.49,4,28715.7080419414,1,0.0531058897859763,8335
124,Highly_Fatal_And_Damaging,32.3744292237443,12,11,66.5907019143118,0.586939055174901,79.61,4,25615.582228896,2,0.0470079021016096,8382
125,Minor_Damage_And_Injuries,15.205479452054801,20,10,50.5925250683683,0.40807140281283794,80.6,1,23086.070390942998,4,0.849133433713455,9993
126,Significant_Damage_And_Fatalities,69.36073059360729,11,31,88.4685505925251,0.250480346195456,79.36,6,44244.903458707005,1,0.0105692095171719,875
127,Significant_Damage_And_Fatalities,17.7168949771689,16,1,54.968094804010896,0.47154056978002207,76.78,4,36683.459920566296,1,0.0677018072057364,2325
128,Significant_Damage_And_Fatalities,30.3196347031963,12,1,52.2333637192343,0.42249621348719796,77.99,2,9666.94055790232,2,0.12212240073769,11248
129,Minor_Damage_And_Injuries,56.027397260274,12,13,62.853236098450296,0.312507032095204,77.36,5,44899.0705087481,2,0.0297081807839066,8489
130,Minor_Damage_And_Injuries,41.7351598173516,16,5,66.4995442114859,0.46577064551027797,76.2,2,32060.634073431298,3,0.43265129710754,7000
131,Minor_Damage_And_Injuries,56.8493150684931,12,0,73.1996353691887,0.35217526144969297,80.79,2,29887.8059671659,2,0.40559831303273297,4283
132,Significant_Damage_And_Serious_Injuries,16.6666666666667,19,15,65.9981768459435,0.499308330328164,76.53,1,11268.2935055275,3,0.41675474434655607,3799
133,Significant_Damage_And_Serious_Injuries,27.397260273972602,17,0,72.1969006381039,0.34027479264334604,77.36,2,30684.6725583661,2,0.415919626722151,7372
134,Significant_Damage_And_Serious_Injuries,47.899543378995396,18,12,53.783044667274396,0.472622430580599,78.87,6,24170.0895338431,2,0.0058973059340499,9008
135,Minor_Damage_And_Injuries,42.6940639269406,12,11,45.67000911577029,0.414923187883159,81.84,3,29832.3547137758,2,0.148519062507784,11554
136,Minor_Damage_And_Injuries,65.98173515981729,9,3,64.9954421148587,0.339553552109629,77.98,1,33179.916004662795,2,1.22202819070877,10570
137,Highly_Fatal_And_Damaging,34.6575342465753,11,5,84.1841385597083,0.19891164803461897,78.52,7,53915.3329941275,0,0.00440429373420935,12336
138,Significant_Damage_And_Fatalities,59.8173515981735,14,0,74.567000911577,0.303852145690588,76.33,7,13696.9970624703,2,0.00135636474701727,9511
139,Highly_Fatal_And_Damaging,22.602739726027398,15,15,57.9762989972653,0.527797331410025,82.39,4,36653.7936554078,0,0.0670381602224939,9293
140,Highly_Fatal_And_Damaging,21.2785388127854,15,8,72.8350045578852,0.329456184637577,82.93,4,43034.5727095005,1,0.0790283218204027,11680
141,Significant_Damage_And_Serious_Injuries,69.8630136986301,11,3,57.155879671832295,0.441609087630725,76.83,7,42842.0382744754,2,0.00385705428951585,9844
142,Highly_Fatal_And_Damaging,48.675799086758005,7,2,67.6390154968095,0.251922827262892,78.77,4,30423.7249691533,4,0.0556587239915045,7236
143,Highly_Fatal_And_Damaging,18.7214611872146,16,2,74.24794895168641,0.23894049765596803,79.16,1,15576.828144153998,2,0.5894887082752671,11373
144,Minor_Damage_And_Injuries,52.3744292237443,9,5,41.203281677301796,0.623001081860801,79.53,3,34001.7261707233,1,0.170265585090925,3557
145,Highly_Fatal_And_Damaging,32.739726027397296,12,7,63.6736554238833,0.43259358095925005,77.34,4,27897.8067021377,2,0.0507105431114939,841
146,Minor_Damage_And_Injuries,57.0319634703196,12,9,65.22333637192351,0.27788748647674,78.48,2,34310.1042592311,1,0.465273335265546,8482
147,Minor_Damage_And_Injuries,54.4292237442922,12,6,68.7784867821331,0.19891164803461897,76.58,5,32800.8368678312,2,0.0214505158063771,10489
148,Significant_Damage_And_Fatalities,58.767123287671204,14,8,73.0173199635369,0.34965091958168,79.29,7,37867.5043414365,4,0.00364068615017295,8621
149,Significant_Damage_And_Serious_Injuries,33.1506849315068,15,0,76.8003646308113,0.36948503425892504,80.64,4,37935.8016532287,1,0.0692154391987707,4769
150,Minor_Damage_And_Injuries,34.6575342465753,15,8,54.2844120328168,0.592348359177785,82.71,3,34985.7217148431,3,0.17508976484247502,6561
151,Highly_Fatal_And_Damaging,28.949771689497698,13,4,69.5989061075661,0.334865488640461,83.29,4,36539.8993329714,3,0.0672971342373965,10412
152,Significant_Damage_And_Serious_Injuries,47.351598173515995,11,0,77.073837739289,0.32116191849982,77.86,7,32624.4911271595,4,0.00324948173042506,722
153,Minor_Damage_And_Injuries,59.04109589041099,11,5,68.1403828623519,0.253365308330328,80.79,2,26755.007941369702,2,0.35853550033464393,4444
154,Significant_Damage_And_Serious_Injuries,65.4337899543379,12,7,49.4074749316317,0.421053732419762,81.45,4,35275.1736500642,3,0.0640529720617364,7948
155,Highly_Fatal_And_Damaging,48.6301369863014,7,22,65.22333637192351,0.334865488640461,81.31,4,36384.8862884969,1,0.0658221949166717,9454
156,Highly_Fatal_And_Damaging,55.662100456621,5,13,21.1485870556062,0.8180966462315179,82.86,6,42536.9610561116,2,0.0108306048672192,1518
157,Significant_Damage_And_Fatalities,67.4429223744292,12,4,74.7948951686418,0.233531193653083,85.61,7,25956.993501701403,2,0.0025342470403040603,8816
158,Minor_Damage_And_Injuries,54.3835616438356,12,6,73.4731084776664,0.28870609448251,75.69,4,37388.6897063868,2,0.0686361610266386,4818
159,Significant_Damage_And_Fatalities,72.00913242009129,11,3,62.944393801276206,0.321883159033537,85.71,7,43296.0711451878,3,0.0037500668344686897,11878
160,Significant_Damage_And_Serious_Injuries,32.4657534246575,15,4,74.74931631722879,0.265626397403534,78.21,6,40416.903479105895,1,0.009514099172600541,879
161,Highly_Fatal_And_Damaging,29.0867579908676,13,10,74.52142206016408,0.304573386224305,79.05,4,40754.7656202953,2,0.0743575787909855,11437
162,Significant_Damage_And_Serious_Injuries,57.1689497716895,8,5,88.87876025524159,0.213697078975838,80.16,6,14287.475458532701,2,0.00341451541179736,253
163,Significant_Damage_And_Fatalities,17.305936073059403,16,7,51.5952597994531,0.42249621348719796,78.91,1,22087.486013663598,0,0.8125532011588609,1542
164,Minor_Damage_And_Injuries,30.8219178082192,15,6,54.649042844120295,0.371648755860079,81.39,3,35285.2690352296,2,0.17562474822040197,6986
165,Minor_Damage_And_Injuries,62.7853881278539,6,1,33.682771194165895,0.668078615218175,77.25,3,38281.2923716348,2,0.190396357309199,10288
166,Highly_Fatal_And_Damaging,54.84018264840179,5,28,79.85414767547859,0.2061240533718,80.05,4,17326.7709003087,4,0.0311584829016707,7061
167,Highly_Fatal_And_Damaging,17.1689497716895,16,15,75.25068368277121,0.29123043635052304,76.78,4,31531.7961960508,0,0.0575081967404916,2189
168,Significant_Damage_And_Serious_Injuries,51.41552511415521,9,3,71.3764813126709,0.22704002884962102,77.96,3,38369.5421594542,3,0.190936989659089,9030
169,Significant_Damage_And_Serious_Injuries,36.0730593607306,14,4,48.9061075660894,0.25264406779661,78.11,3,21369.8130817081,4,0.105891316867506,5662
170,Significant_Damage_And_Fatalities,30.1369863013699,12,0,52.2333637192343,0.7856408222142092,81.13,1,37945.780251352204,3,1.3901185803260703,1447
171,Minor_Damage_And_Injuries,48.767123287671204,14,33,65.49680948040111,0.329095564370718,81.75,2,42621.8436108,2,0.5777738764976279,6487
172,Highly_Fatal_And_Damaging,30.6392694063927,12,0,67.5934366453965,0.269232600072124,82.85,4,56326.3502441608,2,0.11478887018574499,505
173,Significant_Damage_And_Serious_Injuries,41.1415525114155,12,0,62.6709206927985,0.315752614496934,79.15,1,30269.9710133246,3,1.11360026590412,3379
174,Significant_Damage_And_Serious_Injuries,43.5159817351598,12,3,82.04193254329991,0.254807789397764,80.96,5,22036.1723032917,4,0.0144372865277043,9665
175,Minor_Damage_And_Injuries,46.98630136986301,11,2,53.96536007292621,0.461803822574828,80.23,2,43203.9825103468,3,0.588559894511099,8107
176,Significant_Damage_And_Fatalities,9.90867579908676,19,12,54.0109389243391,0.466852506310854,82.15,5,30719.4991147123,1,0.0202962591321259,9715
177,Minor_Damage_And_Injuries,51.5525114155251,13,11,77.52962625341841,0.316473855030653,78.35,5,44315.605350123,1,0.0291001545682159,11780
178,Significant_Damage_And_Fatalities,36.2557077625571,11,7,52.0510483135825,0.280411828344753,76.35,4,33112.521853507205,2,0.0608856857112103,8538
179,Minor_Damage_And_Injuries,47.9908675799087,11,9,56.79124886052871,0.414923187883159,80.42,3,9560.909439384692,1,0.0124778111374111,784
180,Significant_Damage_And_Fatalities,23.1050228310502,14,16,44.712853236098496,0.6756516408222141,79.06,3,36422.8749315475,2,0.18104830322057103,6884
181,Significant_Damage_And_Serious_Injuries,53.8356164383562,12,1,50.6836827711942,0.7178442120447159,78.9,5,40541.7290443807,1,0.0273077737918846,2895
182,Significant_Damage_And_Serious_Injuries,63.5159817351598,13,4,49.042844120328205,0.25264406779661,78.48,7,9966.28139209759,2,0.0011026362175773,7463
183,Significant_Damage_And_Fatalities,67.9452054794521,12,35,60.665451230628996,0.41672628921745397,78.56,4,27289.116534817796,1,0.0502229972557038,2426
184,Significant_Damage_And_Serious_Injuries,26.621004566210004,17,0,73.746581586144,0.36984565452578405,78.92,1,39239.2396275614,2,1.43817383028133,2831
